node_index,node_id,node_type,node_name,node_source
4755,54443,gene/protein,ANLN,NCBI
4756,9263,gene/protein,STK17A,NCBI
4757,2784,gene/protein,GNB3,NCBI
4760,8569,gene/protein,MKNK1,NCBI
4761,10456,gene/protein,HAX1,NCBI
4762,28964,gene/protein,GIT1,NCBI
4765,23191,gene/protein,CYFIP1,NCBI
4766,10514,gene/protein,MYBBP1A,NCBI
4768,5289,gene/protein,PIK3C3,NCBI
4769,10013,gene/protein,HDAC6,NCBI
4770,6339,gene/protein,SCNN1D,NCBI
4772,6019,gene/protein,RLN2,NCBI
4774,3437,gene/protein,IFIT3,NCBI
4776,366,gene/protein,AQP9,NCBI
4778,617,gene/protein,BCS1L,NCBI
4779,782,gene/protein,CACNB1,NCBI
4781,221079,gene/protein,ARL5B,NCBI
4782,191,gene/protein,AHCY,NCBI
4784,9623,gene/protein,TCL1B,NCBI
4789,6234,gene/protein,RPS28,NCBI
4790,79019,gene/protein,CENPM,NCBI
4794,481,gene/protein,ATP1B1,NCBI
4796,2697,gene/protein,GJA1,NCBI
4797,146225,gene/protein,CMTM2,NCBI
4801,1990,gene/protein,CELA1,NCBI
4803,3568,gene/protein,IL5RA,NCBI
4804,9963,gene/protein,SLC23A1,NCBI
4807,51366,gene/protein,UBR5,NCBI
4809,79868,gene/protein,ALG13,NCBI
4811,23204,gene/protein,ARL6IP1,NCBI
4812,3945,gene/protein,LDHB,NCBI
4813,103,gene/protein,ADAR,NCBI
4814,1136,gene/protein,CHRNA3,NCBI
4815,3983,gene/protein,ABLIM1,NCBI
4816,55614,gene/protein,KIF16B,NCBI
4817,4853,gene/protein,NOTCH2,NCBI
4818,4353,gene/protein,MPO,NCBI
4827,3105,gene/protein,HLA-A,NCBI
4829,3698,gene/protein,ITIH2,NCBI
4831,3737,gene/protein,KCNA2,NCBI
4832,5629,gene/protein,PROX1,NCBI
4834,5984,gene/protein,RFC4,NCBI
4837,1595,gene/protein,CYP51A1,NCBI
4839,4747,gene/protein,NEFL,NCBI
4840,353144,gene/protein,LCE3C,NCBI
4841,83743,gene/protein,GRWD1,NCBI
4842,607,gene/protein,BCL9,NCBI
4844,6499,gene/protein,SKIV2L,NCBI
4845,2194,gene/protein,FASN,NCBI
4848,9223,gene/protein,MAGI1,NCBI
4850,2356,gene/protein,FPGS,NCBI
4853,55626,gene/protein,AMBRA1,NCBI
4855,5825,gene/protein,ABCD3,NCBI
4857,4849,gene/protein,CNOT3,NCBI
4859,5209,gene/protein,PFKFB3,NCBI
4863,8407,gene/protein,TAGLN2,NCBI
4864,64224,gene/protein,HERPUD2,NCBI
4865,8038,gene/protein,ADAM12,NCBI
4866,50615,gene/protein,IL21R,NCBI
4869,6152,gene/protein,RPL24,NCBI
4871,5317,gene/protein,PKP1,NCBI
4872,8801,gene/protein,SUCLG2,NCBI
4873,23314,gene/protein,SATB2,NCBI
4875,10611,gene/protein,PDLIM5,NCBI
4880,10733,gene/protein,PLK4,NCBI
4883,406,gene/protein,ARNTL,NCBI
4887,1030,gene/protein,CDKN2B,NCBI
4889,4010,gene/protein,LMX1B,NCBI
4890,6653,gene/protein,SORL1,NCBI
4892,8851,gene/protein,CDK5R1,NCBI
4893,4316,gene/protein,MMP7,NCBI
4895,23136,gene/protein,EPB41L3,NCBI
4896,56478,gene/protein,EIF4ENIF1,NCBI
4900,3929,gene/protein,LBP,NCBI
4901,3984,gene/protein,LIMK1,NCBI
4902,9928,gene/protein,KIF14,NCBI
4906,5600,gene/protein,MAPK11,NCBI
4907,1672,gene/protein,DEFB1,NCBI
4909,2354,gene/protein,FOSB,NCBI
4910,9095,gene/protein,TBX19,NCBI
4912,8522,gene/protein,GAS7,NCBI
4917,27040,gene/protein,LAT,NCBI
4923,181,gene/protein,AGRP,NCBI
4924,55245,gene/protein,UQCC1,NCBI
4925,2290,gene/protein,FOXG1,NCBI
4927,22800,gene/protein,RRAS2,NCBI
4930,23468,gene/protein,CBX5,NCBI
4932,63876,gene/protein,PKNOX2,NCBI
4933,6223,gene/protein,RPS19,NCBI
4937,23552,gene/protein,CDK20,NCBI
4940,196441,gene/protein,ZFC3H1,NCBI
4941,3557,gene/protein,IL1RN,NCBI
4943,3161,gene/protein,HMMR,NCBI
4944,990,gene/protein,CDC6,NCBI
4946,22878,gene/protein,TRAPPC8,NCBI
4947,57405,gene/protein,SPC25,NCBI
4949,22999,gene/protein,RIMS1,NCBI
4951,3048,gene/protein,HBG2,NCBI
4952,6482,gene/protein,ST3GAL1,NCBI
4955,54715,gene/protein,RBFOX1,NCBI
4959,6648,gene/protein,SOD2,NCBI
4960,6154,gene/protein,RPL26,NCBI
4962,9564,gene/protein,BCAR1,NCBI
4966,8875,gene/protein,VNN2,NCBI
4967,6227,gene/protein,RPS21,NCBI
4968,3383,gene/protein,ICAM1,NCBI
4969,135,gene/protein,ADORA2A,NCBI
4973,5724,gene/protein,PTAFR,NCBI
4974,84864,gene/protein,RIOX2,NCBI
4975,4615,gene/protein,MYD88,NCBI
4976,3744,gene/protein,KCNA10,NCBI
4977,9962,gene/protein,SLC23A2,NCBI
4979,6710,gene/protein,SPTB,NCBI
4980,8636,gene/protein,SSNA1,NCBI
4982,10330,gene/protein,CNPY2,NCBI
4983,8972,gene/protein,MGAM,NCBI
4984,9997,gene/protein,SCO2,NCBI
4985,3791,gene/protein,KDR,NCBI
4986,1716,gene/protein,DGUOK,NCBI
4988,284904,gene/protein,SEC14L4,NCBI
4989,7436,gene/protein,VLDLR,NCBI
4990,9247,gene/protein,GCM2,NCBI
4992,286,gene/protein,ANK1,NCBI
4993,6402,gene/protein,SELL,NCBI
4995,6121,gene/protein,RPE65,NCBI
4997,4485,gene/protein,MST1,NCBI
4999,5627,gene/protein,PROS1,NCBI
5000,1741,gene/protein,DLG3,NCBI
5001,5073,gene/protein,PARN,NCBI
5002,2895,gene/protein,GRID2,NCBI
5004,308,gene/protein,ANXA5,NCBI
5006,6185,gene/protein,RPN2,NCBI
5008,9663,gene/protein,LPIN2,NCBI
5009,4086,gene/protein,SMAD1,NCBI
5012,6240,gene/protein,RRM1,NCBI
5015,928,gene/protein,CD9,NCBI
5016,26960,gene/protein,NBEA,NCBI
5017,5226,gene/protein,PGD,NCBI
5018,2899,gene/protein,GRIK3,NCBI
5019,10634,gene/protein,GAS2L1,NCBI
5022,3684,gene/protein,ITGAM,NCBI
5023,5729,gene/protein,PTGDR,NCBI
5024,8425,gene/protein,LTBP4,NCBI
5030,5332,gene/protein,PLCB4,NCBI
5032,6785,gene/protein,ELOVL4,NCBI
5035,9145,gene/protein,SYNGR1,NCBI
5036,987,gene/protein,LRBA,NCBI
5039,51267,gene/protein,CLEC1A,NCBI
5041,3029,gene/protein,HAGH,NCBI
5044,9453,gene/protein,GGPS1,NCBI
5047,84148,gene/protein,KAT8,NCBI
5049,3742,gene/protein,KCNA6,NCBI
5050,1468,gene/protein,SLC25A10,NCBI
5052,7809,gene/protein,BSND,NCBI
5054,6218,gene/protein,RPS17,NCBI
5056,3039,gene/protein,HBA1,NCBI
5058,11188,gene/protein,NISCH,NCBI
5059,29127,gene/protein,RACGAP1,NCBI
5061,26353,gene/protein,HSPB8,NCBI
5063,23034,gene/protein,SAMD4A,NCBI
5065,4922,gene/protein,NTS,NCBI
5067,6455,gene/protein,SH3GL1,NCBI
5074,2995,gene/protein,GYPC,NCBI
5075,733,gene/protein,C8G,NCBI
5078,4049,gene/protein,LTA,NCBI
5079,222389,gene/protein,BEND7,NCBI
5080,1471,gene/protein,CST3,NCBI
5083,84908,gene/protein,FAM136A,NCBI
5086,3667,gene/protein,IRS1,NCBI
5087,3083,gene/protein,HGFAC,NCBI
5092,5583,gene/protein,PRKCH,NCBI
5096,5218,gene/protein,CDK14,NCBI
5098,958,gene/protein,CD40,NCBI
5099,523,gene/protein,ATP6V1A,NCBI
5100,8864,gene/protein,PER2,NCBI
5101,2729,gene/protein,GCLC,NCBI
5102,7730,gene/protein,ZNF177,NCBI
5103,9639,gene/protein,ARHGEF10,NCBI
5104,345,gene/protein,APOC3,NCBI
5105,23199,gene/protein,GSE1,NCBI
5106,56616,gene/protein,DIABLO,NCBI
5108,83734,gene/protein,ATG10,NCBI
5109,2046,gene/protein,EPHA8,NCBI
5113,6887,gene/protein,TAL2,NCBI
5114,396,gene/protein,ARHGDIA,NCBI
5120,11063,gene/protein,SOX30,NCBI
5121,118490,gene/protein,MSS51,NCBI
5122,50628,gene/protein,GEMIN4,NCBI
5124,3710,gene/protein,ITPR3,NCBI
5126,79836,gene/protein,LONRF3,NCBI
5129,7015,gene/protein,TERT,NCBI
5130,9557,gene/protein,CHD1L,NCBI
5131,5362,gene/protein,PLXNA2,NCBI
5133,11176,gene/protein,BAZ2A,NCBI
5136,717,gene/protein,C2,NCBI
5137,5328,gene/protein,PLAU,NCBI
5138,56121,gene/protein,PCDHB15,NCBI
5140,6284,gene/protein,S100A13,NCBI
5141,1476,gene/protein,CSTB,NCBI
5144,51776,gene/protein,MAP3K20,NCBI
5149,9771,gene/protein,RAPGEF5,NCBI
5150,1036,gene/protein,CDO1,NCBI
5151,26040,gene/protein,SETBP1,NCBI
5153,81539,gene/protein,SLC38A1,NCBI
5155,10090,gene/protein,UST,NCBI
5156,54927,gene/protein,CHCHD3,NCBI
5157,1933,gene/protein,EEF1B2,NCBI
5158,7474,gene/protein,WNT5A,NCBI
5162,7555,gene/protein,CNBP,NCBI
5163,4713,gene/protein,NDUFB7,NCBI
5169,811,gene/protein,CALR,NCBI
5172,3149,gene/protein,HMGB3,NCBI
5174,3833,gene/protein,KIFC1,NCBI
5176,2944,gene/protein,GSTM1,NCBI
5180,7162,gene/protein,TPBG,NCBI
5181,84285,gene/protein,EIF1AD,NCBI
5186,79444,gene/protein,BIRC7,NCBI
5188,5310,gene/protein,PKD1,NCBI
5191,3339,gene/protein,HSPG2,NCBI
5193,55165,gene/protein,CEP55,NCBI
5195,6932,gene/protein,TCF7,NCBI
5199,7299,gene/protein,TYR,NCBI
5200,2049,gene/protein,EPHB3,NCBI
5202,8085,gene/protein,KMT2D,NCBI
5203,54681,gene/protein,P4HTM,NCBI
5204,8835,gene/protein,SOCS2,NCBI
5205,5673,gene/protein,PSG5,NCBI
5208,84541,gene/protein,KBTBD8,NCBI
5212,8805,gene/protein,TRIM24,NCBI
5214,3998,gene/protein,LMAN1,NCBI
5215,2938,gene/protein,GSTA1,NCBI
5221,64778,gene/protein,FNDC3B,NCBI
5223,11127,gene/protein,KIF3A,NCBI
5225,51150,gene/protein,SDF4,NCBI
5226,5683,gene/protein,PSMA2,NCBI
5227,1848,gene/protein,DUSP6,NCBI
5228,29922,gene/protein,NME7,NCBI
5229,1265,gene/protein,CNN2,NCBI
5230,196,gene/protein,AHR,NCBI
5231,9475,gene/protein,ROCK2,NCBI
5238,2617,gene/protein,GARS1,NCBI
5240,22822,gene/protein,PHLDA1,NCBI
5243,8907,gene/protein,AP1M1,NCBI
5248,4306,gene/protein,NR3C2,NCBI
5249,23353,gene/protein,SUN1,NCBI
5250,8802,gene/protein,SUCLG1,NCBI
5255,64802,gene/protein,NMNAT1,NCBI
5256,56923,gene/protein,NMUR2,NCBI
5257,1662,gene/protein,DDX10,NCBI
5258,27173,gene/protein,SLC39A1,NCBI
5259,140,gene/protein,ADORA3,NCBI
5261,5480,gene/protein,PPIC,NCBI
5265,5934,gene/protein,RBL2,NCBI
5266,54739,gene/protein,XAF1,NCBI
5267,51008,gene/protein,ASCC1,NCBI
5268,6390,gene/protein,SDHB,NCBI
5269,9425,gene/protein,CDYL,NCBI
5272,6259,gene/protein,RYK,NCBI
5273,6565,gene/protein,SLC15A2,NCBI
5275,4744,gene/protein,NEFH,NCBI
5277,2327,gene/protein,FMO2,NCBI
5281,5230,gene/protein,PGK1,NCBI
5282,7371,gene/protein,UCK2,NCBI
5286,871,gene/protein,SERPINH1,NCBI
5291,10131,gene/protein,TRAP1,NCBI
5292,1555,gene/protein,CYP2B6,NCBI
5294,57410,gene/protein,SCYL1,NCBI
5295,1306,gene/protein,COL15A1,NCBI
5299,2006,gene/protein,ELN,NCBI
5306,2572,gene/protein,GAD2,NCBI
5307,4893,gene/protein,NRAS,NCBI
5310,10135,gene/protein,NAMPT,NCBI
5311,10916,gene/protein,MAGED2,NCBI
5319,27253,gene/protein,PCDH17,NCBI
5320,2796,gene/protein,GNRH1,NCBI
5325,4593,gene/protein,MUSK,NCBI
5326,6342,gene/protein,SCP2,NCBI
5327,7979,gene/protein,SEM1,NCBI
5329,8428,gene/protein,STK24,NCBI
5331,6708,gene/protein,SPTA1,NCBI
5333,9891,gene/protein,NUAK1,NCBI
5336,6249,gene/protein,CLIP1,NCBI
5338,10897,gene/protein,YIF1A,NCBI
5339,5917,gene/protein,RARS1,NCBI
5340,2746,gene/protein,GLUD1,NCBI
5343,9101,gene/protein,USP8,NCBI
5344,4811,gene/protein,NID1,NCBI
5345,3778,gene/protein,KCNMA1,NCBI
5347,65061,gene/protein,CDK15,NCBI
5349,842,gene/protein,CASP9,NCBI
5351,51076,gene/protein,CUTC,NCBI
5352,7317,gene/protein,UBA1,NCBI
5353,9712,gene/protein,USP6NL,NCBI
5354,1806,gene/protein,DPYD,NCBI
5356,23269,gene/protein,MGA,NCBI
5357,650,gene/protein,BMP2,NCBI
5358,3720,gene/protein,JARID2,NCBI
5361,1523,gene/protein,CUX1,NCBI
5362,2677,gene/protein,GGCX,NCBI
5363,6275,gene/protein,S100A4,NCBI
5380,1880,gene/protein,GPR183,NCBI
5381,3556,gene/protein,IL1RAP,NCBI
5384,9943,gene/protein,OXSR1,NCBI
5385,6583,gene/protein,SLC22A4,NCBI
5388,5999,gene/protein,RGS4,NCBI
5389,3775,gene/protein,KCNK1,NCBI
5392,5019,gene/protein,OXCT1,NCBI
5399,132,gene/protein,ADK,NCBI
5403,8814,gene/protein,CDKL1,NCBI
5416,3047,gene/protein,HBG1,NCBI
5417,8675,gene/protein,STX16,NCBI
5419,25898,gene/protein,RCHY1,NCBI
5420,178,gene/protein,AGL,NCBI
5422,655,gene/protein,BMP7,NCBI
5424,9757,gene/protein,KMT2B,NCBI
5429,4684,gene/protein,NCAM1,NCBI
5432,10743,gene/protein,RAI1,NCBI
5433,659,gene/protein,BMPR2,NCBI
5436,55599,gene/protein,RNPC3,NCBI
5437,3655,gene/protein,ITGA6,NCBI
5438,1234,gene/protein,CCR5,NCBI
5439,9369,gene/protein,NRXN3,NCBI
5440,8451,gene/protein,CUL4A,NCBI
5443,1947,gene/protein,EFNB1,NCBI
5444,55005,gene/protein,RMND1,NCBI
5445,55183,gene/protein,RIF1,NCBI
5447,4016,gene/protein,LOXL1,NCBI
5450,30008,gene/protein,EFEMP2,NCBI
5451,24139,gene/protein,EML2,NCBI
5453,9641,gene/protein,IKBKE,NCBI
5454,10014,gene/protein,HDAC5,NCBI
5456,5007,gene/protein,OSBP,NCBI
5458,80204,gene/protein,FBXO11,NCBI
5460,22795,gene/protein,NID2,NCBI
5462,26470,gene/protein,SEZ6L2,NCBI
5465,5880,gene/protein,RAC2,NCBI
5479,7337,gene/protein,UBE3A,NCBI
5481,6582,gene/protein,SLC22A2,NCBI
5484,4092,gene/protein,SMAD7,NCBI
5485,5106,gene/protein,PCK2,NCBI
5486,9025,gene/protein,RNF8,NCBI
5489,80270,gene/protein,HSD3B7,NCBI
5491,4898,gene/protein,NRDC,NCBI
5494,4224,gene/protein,MEP1A,NCBI
5498,2557,gene/protein,GABRA4,NCBI
5499,94,gene/protein,ACVRL1,NCBI
5500,5734,gene/protein,PTGER4,NCBI
5501,1415,gene/protein,CRYBB2,NCBI
5502,1368,gene/protein,CPM,NCBI
5503,9168,gene/protein,TMSB10,NCBI
5504,64434,gene/protein,NOM1,NCBI
5506,79842,gene/protein,ZBTB3,NCBI
5507,4482,gene/protein,MSRA,NCBI
5508,6517,gene/protein,SLC2A4,NCBI
5510,11311,gene/protein,VPS45,NCBI
5511,143,gene/protein,PARP4,NCBI
5512,79084,gene/protein,WDR77,NCBI
5513,2736,gene/protein,GLI2,NCBI
5514,5315,gene/protein,PKM,NCBI
5517,6424,gene/protein,SFRP4,NCBI
5518,10401,gene/protein,PIAS3,NCBI
5519,3205,gene/protein,HOXA9,NCBI
5521,4761,gene/protein,NEUROD2,NCBI
5529,513,gene/protein,ATP5F1D,NCBI
5530,8710,gene/protein,SERPINB7,NCBI
5534,6550,gene/protein,SLC9A3,NCBI
5535,57560,gene/protein,IFT80,NCBI
5537,25824,gene/protein,PRDX5,NCBI
5540,1236,gene/protein,CCR7,NCBI
5542,10902,gene/protein,BRD8,NCBI
5543,6433,gene/protein,SFSWAP,NCBI
5544,2071,gene/protein,ERCC3,NCBI
5549,51317,gene/protein,PHF21A,NCBI
5550,2705,gene/protein,GJB1,NCBI
5551,2998,gene/protein,GYS2,NCBI
5552,10908,gene/protein,PNPLA6,NCBI
5555,7444,gene/protein,VRK2,NCBI
5557,4942,gene/protein,OAT,NCBI
5558,8312,gene/protein,AXIN1,NCBI
5560,10712,gene/protein,FAM189B,NCBI
5562,55816,gene/protein,DOK5,NCBI
5563,63891,gene/protein,RNF123,NCBI
5565,5550,gene/protein,PREP,NCBI
5567,10210,gene/protein,TOPORS,NCBI
5568,10959,gene/protein,TMED2,NCBI
5569,84867,gene/protein,PTPN5,NCBI
5570,23186,gene/protein,RCOR1,NCBI
5571,9915,gene/protein,ARNT2,NCBI
5572,9046,gene/protein,DOK2,NCBI
5573,9376,gene/protein,SLC22A8,NCBI
5574,4173,gene/protein,MCM4,NCBI
5576,26270,gene/protein,FBXO6,NCBI
5578,4211,gene/protein,MEIS1,NCBI
5579,923,gene/protein,CD6,NCBI
5580,1801,gene/protein,DPH1,NCBI
5581,3761,gene/protein,KCNJ4,NCBI
5586,383,gene/protein,ARG1,NCBI
5587,80342,gene/protein,TRAF3IP3,NCBI
5589,10000,gene/protein,AKT3,NCBI
5590,54806,gene/protein,AHI1,NCBI
5591,23410,gene/protein,SIRT3,NCBI
5593,10263,gene/protein,CDK2AP2,NCBI
5595,10437,gene/protein,IFI30,NCBI
5597,1536,gene/protein,CYBB,NCBI
5598,2312,gene/protein,FLG,NCBI
5601,57158,gene/protein,JPH2,NCBI
5603,3209,gene/protein,HOXA13,NCBI
5604,3565,gene/protein,IL4,NCBI
5608,5216,gene/protein,PFN1,NCBI
5609,2308,gene/protein,FOXO1,NCBI
5610,3589,gene/protein,IL11,NCBI
5613,3638,gene/protein,INSIG1,NCBI
5615,55584,gene/protein,CHRNA9,NCBI
5618,4718,gene/protein,NDUFC2,NCBI
5624,23345,gene/protein,SYNE1,NCBI
5625,174,gene/protein,AFP,NCBI
5626,50964,gene/protein,SOST,NCBI
5627,5731,gene/protein,PTGER1,NCBI
5631,597,gene/protein,BCL2A1,NCBI
5634,2823,gene/protein,GPM6A,NCBI
5637,5871,gene/protein,MAP4K2,NCBI
5638,3949,gene/protein,LDLR,NCBI
5639,6909,gene/protein,TBX2,NCBI
5640,3489,gene/protein,IGFBP6,NCBI
5641,8471,gene/protein,IRS4,NCBI
5643,26119,gene/protein,LDLRAP1,NCBI
5645,8220,gene/protein,ESS2,NCBI
5648,54433,gene/protein,GAR1,NCBI
5652,63035,gene/protein,BCORL1,NCBI
5654,4913,gene/protein,NTHL1,NCBI
5655,23780,gene/protein,APOL2,NCBI
5658,9610,gene/protein,RIN1,NCBI
5660,9058,gene/protein,SLC13A2,NCBI
5663,874,gene/protein,CBR3,NCBI
5667,2205,gene/protein,FCER1A,NCBI
5670,2719,gene/protein,GPC3,NCBI
5671,4023,gene/protein,LPL,NCBI
5672,3914,gene/protein,LAMB3,NCBI
5673,79695,gene/protein,GALNT12,NCBI
5677,23469,gene/protein,PHF3,NCBI
5679,1843,gene/protein,DUSP1,NCBI
5681,83461,gene/protein,CDCA3,NCBI
5683,4486,gene/protein,MST1R,NCBI
5685,7098,gene/protein,TLR3,NCBI
5688,9970,gene/protein,NR1I3,NCBI
5690,1978,gene/protein,EIF4EBP1,NCBI
5691,2664,gene/protein,GDI1,NCBI
5692,4282,gene/protein,MIF,NCBI
5694,7905,gene/protein,REEP5,NCBI
5697,7257,gene/protein,TSNAX,NCBI
5699,29789,gene/protein,OLA1,NCBI
5703,22985,gene/protein,ACIN1,NCBI
5704,8940,gene/protein,TOP3B,NCBI
5706,9462,gene/protein,RASAL2,NCBI
5708,26986,gene/protein,PABPC1,NCBI
5711,26610,gene/protein,ELP4,NCBI
5714,11337,gene/protein,GABARAP,NCBI
5715,90102,gene/protein,PHLDB2,NCBI
5716,25793,gene/protein,FBXO7,NCBI
5720,3479,gene/protein,IGF1,NCBI
5725,8028,gene/protein,MLLT10,NCBI
5728,501,gene/protein,ALDH7A1,NCBI
5730,2245,gene/protein,FGD1,NCBI
5731,6926,gene/protein,TBX3,NCBI
5732,5532,gene/protein,PPP3CB,NCBI
5733,710,gene/protein,SERPING1,NCBI
5737,23334,gene/protein,SZT2,NCBI
5739,6095,gene/protein,RORA,NCBI
5740,9687,gene/protein,GREB1,NCBI
5743,2108,gene/protein,ETFA,NCBI
5744,6103,gene/protein,RPGR,NCBI
5746,79677,gene/protein,SMC6,NCBI
5747,5800,gene/protein,PTPRO,NCBI
5748,151254,gene/protein,C2CD6,NCBI
5749,55157,gene/protein,DARS2,NCBI
5751,8888,gene/protein,MCM3AP,NCBI
5752,152,gene/protein,ADRA2C,NCBI
5756,2209,gene/protein,FCGR1A,NCBI
5758,138046,gene/protein,RALYL,NCBI
5759,388228,gene/protein,SBK1,NCBI
5760,81628,gene/protein,TSC22D4,NCBI
5763,57144,gene/protein,PAK5,NCBI
5765,55198,gene/protein,APPL2,NCBI
5766,2875,gene/protein,GPT,NCBI
5767,6337,gene/protein,SCNN1A,NCBI
5771,51599,gene/protein,LSR,NCBI
5773,6594,gene/protein,SMARCA1,NCBI
5774,3752,gene/protein,KCND3,NCBI
5777,4635,gene/protein,MYL4,NCBI
5778,5298,gene/protein,PI4KB,NCBI
5782,321,gene/protein,APBA2,NCBI
5783,202559,gene/protein,KHDRBS2,NCBI
5784,176,gene/protein,ACAN,NCBI
5791,92421,gene/protein,CHMP4C,NCBI
5792,23643,gene/protein,LY96,NCBI
5794,4763,gene/protein,NF1,NCBI
5797,54929,gene/protein,TMEM161A,NCBI
5798,8711,gene/protein,TNK1,NCBI
5799,7345,gene/protein,UCHL1,NCBI
5803,29777,gene/protein,ABT1,NCBI
5805,1670,gene/protein,DEFA5,NCBI
5807,1839,gene/protein,HBEGF,NCBI
5809,5605,gene/protein,MAP2K2,NCBI
5811,4513,gene/protein,MT-CO2,NCBI
5812,6834,gene/protein,SURF1,NCBI
5813,23064,gene/protein,SETX,NCBI
5816,8992,gene/protein,ATP6V0E1,NCBI
5817,4693,gene/protein,NDP,NCBI
5821,26135,gene/protein,SERBP1,NCBI
5822,23221,gene/protein,RHOBTB2,NCBI
5823,3852,gene/protein,KRT5,NCBI
5824,1233,gene/protein,CCR4,NCBI
5825,54101,gene/protein,RIPK4,NCBI
5829,2542,gene/protein,SLC37A4,NCBI
5831,1634,gene/protein,DCN,NCBI
5834,7305,gene/protein,TYROBP,NCBI
5836,5859,gene/protein,QARS1,NCBI
5838,5699,gene/protein,PSMB10,NCBI
5846,57596,gene/protein,BEGAIN,NCBI
5848,95,gene/protein,ACY1,NCBI
5849,5564,gene/protein,PRKAB1,NCBI
5850,26524,gene/protein,LATS2,NCBI
5852,26468,gene/protein,LHX6,NCBI
5853,64132,gene/protein,XYLT2,NCBI
5854,6573,gene/protein,SLC19A1,NCBI
5855,10039,gene/protein,PARP3,NCBI
5856,216,gene/protein,ALDH1A1,NCBI
5859,5816,gene/protein,PVALB,NCBI
5865,7301,gene/protein,TYRO3,NCBI
5866,26012,gene/protein,NSMF,NCBI
5867,3738,gene/protein,KCNA3,NCBI
5868,9334,gene/protein,B4GALT5,NCBI
5869,5889,gene/protein,RAD51C,NCBI
5870,8424,gene/protein,BBOX1,NCBI
5871,2730,gene/protein,GCLM,NCBI
5875,5535,gene/protein,PPP3R2,NCBI
5877,4803,gene/protein,NGF,NCBI
5883,57381,gene/protein,RHOJ,NCBI
5886,6251,gene/protein,RSU1,NCBI
5889,8914,gene/protein,TIMELESS,NCBI
5891,51382,gene/protein,ATP6V1D,NCBI
5895,22802,gene/protein,CLCA4,NCBI
5898,23338,gene/protein,JADE2,NCBI
5899,6091,gene/protein,ROBO1,NCBI
5904,4762,gene/protein,NEUROG1,NCBI
5905,3053,gene/protein,SERPIND1,NCBI
5908,4303,gene/protein,FOXO4,NCBI
5909,3362,gene/protein,HTR6,NCBI
5914,4921,gene/protein,DDR2,NCBI
5915,6347,gene/protein,CCL2,NCBI
5918,9133,gene/protein,CCNB2,NCBI
5923,3514,gene/protein,IGKC,NCBI
5924,5037,gene/protein,PEBP1,NCBI
5925,52,gene/protein,ACP1,NCBI
5926,9844,gene/protein,ELMO1,NCBI
5930,10499,gene/protein,NCOA2,NCBI
5932,6876,gene/protein,TAGLN,NCBI
5936,397,gene/protein,ARHGDIB,NCBI
5938,5327,gene/protein,PLAT,NCBI
5939,84678,gene/protein,KDM2B,NCBI
5940,3978,gene/protein,LIG1,NCBI
5942,7280,gene/protein,TUBB2A,NCBI
5943,10076,gene/protein,PTPRU,NCBI
5944,22827,gene/protein,PUF60,NCBI
5947,9627,gene/protein,SNCAIP,NCBI
5949,11330,gene/protein,CTRC,NCBI
5950,1272,gene/protein,CNTN1,NCBI
5951,55300,gene/protein,PI4K2B,NCBI
5954,3563,gene/protein,IL3RA,NCBI
5957,11183,gene/protein,MAP4K5,NCBI
5958,4978,gene/protein,OPCML,NCBI
5961,793,gene/protein,CALB1,NCBI
5962,23475,gene/protein,QPRT,NCBI
5963,551,gene/protein,AVP,NCBI
5965,1134,gene/protein,CHRNA1,NCBI
5966,129880,gene/protein,BBS5,NCBI
5972,9333,gene/protein,TGM5,NCBI
5974,10148,gene/protein,EBI3,NCBI
5976,2044,gene/protein,EPHA5,NCBI
5977,722,gene/protein,C4BPA,NCBI
5978,10298,gene/protein,PAK4,NCBI
5979,23256,gene/protein,SCFD1,NCBI
5981,57510,gene/protein,XPO5,NCBI
5982,1800,gene/protein,DPEP1,NCBI
5985,27077,gene/protein,B9D1,NCBI
5988,4298,gene/protein,MLLT1,NCBI
5993,7025,gene/protein,NR2F1,NCBI
5996,353143,gene/protein,LCE3B,NCBI
5997,11318,gene/protein,GPR182,NCBI
5998,6794,gene/protein,STK11,NCBI
5999,1506,gene/protein,CTRL,NCBI
6000,21,gene/protein,ABCA3,NCBI
6001,2888,gene/protein,GRB14,NCBI
6002,6948,gene/protein,TCN2,NCBI
6003,6237,gene/protein,RRAS,NCBI
6007,55827,gene/protein,DCAF6,NCBI
6009,4940,gene/protein,OAS3,NCBI
6010,3913,gene/protein,LAMB2,NCBI
6011,1130,gene/protein,LYST,NCBI
6012,9464,gene/protein,HAND2,NCBI
6014,51182,gene/protein,HSPA14,NCBI
6017,55294,gene/protein,FBXW7,NCBI
6019,8289,gene/protein,ARID1A,NCBI
6024,55577,gene/protein,NAGK,NCBI
6026,2994,gene/protein,GYPB,NCBI
6028,5373,gene/protein,PMM2,NCBI
6031,5261,gene/protein,PHKG2,NCBI
6032,4159,gene/protein,MC3R,NCBI
6035,26039,gene/protein,SS18L1,NCBI
6036,54620,gene/protein,FBXL19,NCBI
6037,8651,gene/protein,SOCS1,NCBI
6043,23621,gene/protein,BACE1,NCBI
6047,325,gene/protein,APCS,NCBI
6048,10586,gene/protein,MAB21L2,NCBI
6053,8189,gene/protein,SYMPK,NCBI
6058,3642,gene/protein,INSM1,NCBI
6061,4487,gene/protein,MSX1,NCBI
6062,53916,gene/protein,RAB4B,NCBI
